contentid,contenttypeid,heritage1,heritage2,heritage3,infocenter,opendate,restdate,expguide,expagerange,accomcount,useseason,usetime,parking,chkbabycarriage,chkpet,chkcreditcard,seat,kidsfacility,firstmenu,treatmenu,smoking,packing,infocenterfood,scalefood,parkingfood,opendatefood,opentimefood,restdatefood,discountinfofood,chkcreditcardfood,reservationfood,lcnsno,scale,usefee,discountinfo,spendtime,parkingfee,infocenterculture,accomcountculture,usetimeculture,restdateculture,parkingculture,chkbabycarriageculture,chkpetculture,chkcreditcardculture,sponsor1,sponsor1tel,sponsor2,sponsor2tel,eventenddate,playtime,eventplace,eventhomepage,agelimit,bookingplace,placeinfo,subevent,program,eventstartdate,usetimefestival,discountinfofestival,spendtimefestival,festivalgrade,progresstype,festivaltype,saleitem,saleitemcost,fairday,opendateshopping,shopguide,culturecenter,restroom,infocentershopping,scaleshopping,restdateshopping,parkingshopping,chkbabycarriageshopping,chkpetshopping,chkcreditcardshopping,opentime,distance,schedule,taketime,theme,roomcount,roomtype,refundregulation,checkintime,checkouttime,chkcooking,seminar,sports,sauna,beauty,beverage,karaoke,barbecue,campfire,bicycle,fitness,publicpc,publicbath,subfacility,foodplace,reservationurl,pickup,infocenterlodging,parkinglodging,reservationlodging,scalelodging,accomcountlodging,openperiod,reservation,infocenterleports,scaleleports,accomcountleports,restdateleports,usetimeleports,usefeeleports,expagerangeleports,parkingleports,parkingfeeleports,chkbabycarriageleports,chkpetleports,chkcreditcardleports
2925797,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120실,스위트,,16:00,11:00,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,051-746-1077,가능,,,객실 당 4 ~ 6인 (타입별 기준인원/최대인원 상이함),,,,,,,,,,,,,,
2868912,39,,,,,,,,,,,,,,,,,0,시즌 디너,스테이크 세트 / 런치 세트 / 봉골레 등,,가능,051-752-7300,,가능,,- 11:50~22:00<br>- 준비시간 15:30~18:00<br>- 점심 마지막 주문 14:00 / 저녁 마지막 주문 20:30,매주 월요일,,가능,가능(캐치테이블 앱),20100152005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2872353,39,,,,,,,,,,,,,,,,,0,MIRO요거트,골드문 / 솔티카라멜슈페너 / 녹차라떼 등,,,0507-1464-0632,,가능,,12:00~18:00 (마지막 주문 17:00),매주 화요일,,가능,,20190156759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2869896,39,,,,,,,,,,,,,,,,,0,엣지말차크림라떼,엣지수제밀크티 / 엣지헤이즐넛크림라떼 / 딸기크림라떼 등,,가능,051-703-9930,,가능,,-  08:30~22:00<br>- 마지막 주문 21:45,연중무휴,,,,20170141417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788444,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,식품 / 의류 / 생활 잡화 등,,,,,,있음,051-853-8952,,점포별 상이,,,,,점포별 상이,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2867674,39,,,,,,,,,,,,,,,,,0,해물탕,낙곱새 / 곱창전골 / 낙지볶음 등,,가능,051-758-8838,,가능,,11:30~21:30 (준비시간 15:00~17:30),"매주 일요일, 월요일",,가능,,20150150095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2838755,39,,,,,,,,,,,,,,,,,0,연어덮밥,그린몬스터피자 / 로제파스타 / 크림리조또 등,,,0507-1317-9905,,불가능,,11:30~21:00 (마지막 주문 20:00),매주 일요일,,,,20160137175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2605959,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3km,기타,35분,----지자체-----,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2867626,39,,,,,,,,,,,,,,,,,0,함흥식 비빔냉면,평양식 물냉면 / 밀비빔면 / 밀면 등,,,051-243-9963,,가능,,10:00~19:30,연중무휴,,,,19980128096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2875744,39,,,,,,,,,,,,,,,,,0,삼겹로스,삼겹살 / 목살 / 한우육회 등,,,051-747-4228,,가능,,- 1층 11:30~22:30<br>- 2층 11:30~21:30,연중무휴,,,,20140141509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2860755,39,,,,,,,,,,,,,,,,,0,점심세트,특소금구이 / 불고기 / 한우물회 등,,가능,051-702-0110,,가능,,11:30~22:00 (준비시간 15:00~16:30),연중무휴,,가능,,20080142006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2606221,12,0,0,0,051-403-1861,,연중무휴,,,,,상시 개방,불가능,없음,,없음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1942553,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.30km,기타,5시간,----지자체-----,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1080734,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,부산광역시 영도구,051-403-1862<br>051-419-4062,영도문화원,,20251109,10:00~20:00,아미르공원,,,,,,,20251107,무료,,,,선택안함,선택안함,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1942316,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,건어물 / 의류 / 잡화 / 과일 / 채소 등,,,,,,있음(,051-413-3111,,연중무휴,가능,없음,,없음,09:00~21:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1889025,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.4km,기타,6.5시간,----지자체-----,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2869405,39,,,,,,,,,,,,,,,,,0,밀면,돼지국밥 / 순대국밥 / 수육백반 등,,가능,0507-1466-8349,,불가능,,- 10:00~20:30<br>- 마지막 주문 20:10,연중무휴,,,,20180129211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337532,12,0,0,0,051-754-2210,,연중무휴,,,,,상시 개방,가능,불가,,없음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721157,12,0,0,0,중구관광안내소 051-254-5504,,연중무휴,,,,,상시개방,가능 (중앙공원공영주차장),없음,,없음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785266,39,,,,,,,,,,,,,,,,,0,수육백반,돼지국밥 / 순대국밥 / 섞어국밥 등,,,0507-1374-3820,,가능,,- 09:30~21:30<br>- 준비시간 15:00~17:00,매주 일요일,,,,19940144169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2381544,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3km,기타,5시간,----지자체-----,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2036051,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.69km,기타,5시간,----지자체-----,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3454074,12,0,0,0,051-780-6080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1310148,39,,,,,,,,,,,,,,,,,0,예이제코스,,모두 금연석,,051-731-1100,,가능<br>요금 (무료),2001년 07월 04일,12:00~21:20 (준비 시간 15:00~17:30),설날·추석 당일,,,,20010141729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2699563,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,양실,"이용일 30일전 100%, 30일부터~15일전 50%, 14일전~당일불가",15:00,11:00,가능,0,0,0,0,0,0,0,0,0,0,0,0,"공용화장실, 공용세탁실, 공용주방",,,불가,0507-1314-5070,가능,전화(0507-1314-5070),60평,33,,,,,,,,,,,,,,
2836424,39,,,,,,,,,,,,,,,,,0,오구라떼,콜크바 / 오규슈페너 / 생토마토주스 등,,가능,0507-1374-5950,,가능,,09:00~22:00 (마지막 주문 21:30),연중무휴,,가능,,20190130190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2840998,39,,,,,,,,,,,,,,,,,0,오리 소금구이,오리 고추장불고기 / 막국수 / 어린이 주먹밥 등,,가능,0507-1486-0417,,가능,,11:30~22:00 (마지막 주문 21:00),연중무휴,,가능,가능,20200149652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512488,39,,,,,,,,,,,,,,,,,0,특양구이,대창구이 / 양밥 / 차돌된장찌개 / 한우양념갈비 등,모두 금연석,가능(일부 메뉴),051-742-8009,,가능<br>요금 (무료),,11:30~23:00,연중무휴,,가능,,20080141248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2860782,39,,,,,,,,,,,,,,,,,0,꽃갈비주물럭,진짜 생갈매기살 / 오반장 김치찌개 / 꽃갈비살 등,,가능,051-747-8085,,가능,,12:00~01:00,연중무휴,,가능,,20000141082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
850847,39,,,,,,,,,,,,,,,,,0,함박스테이크,돈코츠 라멘 / 오코노미야끼 / 고로케 / 장어덮밥 등,모두 금연석,가능,051-205-8408,,가능<br>요금 (무료),,"- 영업시간 11:30~21:00<br>- 준비 시간 15:00~17:00<br>- 마지막 주문 14:30, 20:30",매주 월요일,,가능,,20020144074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2838973,39,,,,,,,,,,,,,,,,,0,스페샬 모듬,순대모듬 / 뚝배기탕 / 돼지순대국 등,,가능,051-852-2066,,가능,,11:30~22:00,"매월 첫째, 셋째 일요일",,가능,예약 가능,19900150069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706774,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52실,스위트 트윈룸 / 로얄 스위트 오션 / 슈페리얼 트윈 등,,17:00,11:00,불가능,0,0,0,0,0,0,0,0,0,0,0,0,,없음,,,051-261-0600,가능,,,120,,,,,,,,,,,,,,
2844259,39,,,,,,,,,,,,,,,,,0,아메리카노,라떼 / 플렛화이트 / 바닐라라떼 등,,가능,0507-1475-8936,,가능,,- 10:00~21:00<br>- 마지막 주문 20:30,연중무휴,,,,20130156244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128134,12,0,0,0,051-757-9066,,연중무휴,,,,,상시 개방,가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2776276,12,0,0,0,051-727-0150,,연중무휴,,,,,상시 개방,가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2659244,39,,,,,,,,,,,,,,,,,0,아메리카노,아메리카노 / 카페라떼 / 바닐라라떼 / 레몬에이드 / 밀크쉐이크 외,,가능,0507-1435-3656,,가능(400대),,평일 12:00~21:50(라스트 오더 21:20)<br>주말 11:30~21:50(라스트 오더 21:20),연중무휴,,가능,불가,20180156461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3555363,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,부산광역시 수영구,051-610-4511,,,20251019,11:00~21:00,광안리 해변 일원,,,,,,,20251017,무료,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2855623,39,,,,,,,,,,,,,,,,,0,오곡슈페너,쑥크림라떼 / 흑임자크림라떼 / 패션후르츠 에이드 등,,가능,051-971-3111,,가능,,11:00~20:00,매주 화요일,,가능,,19970149049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2037446,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8km,기타,1일,----지자체-----,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3434800,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,동래구,051-550-6642,,,20260201,17:00~23:00,부산 온천천 (도시철도 동래역 4번출구 하부 ~ 큰나무 쉼터 일원),,,,,,,20251219,무료 (푸드트럭 제외),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
850880,39,,,,,,,,,,,,,,,,,0,갈빗살 양념구이,안창살 양념구이 / 생갈빗살 소금구이 외,모두 금연석,가능(일부 메뉴),051-743-3338,,가능,1997년 11월,11:30 ~ 22:00,연중무휴,,가능,전화 예약 가능 (051-743-3338),20070141512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2605602,12,0,0,0,051-970-4066,,연중무휴,,,,,상시 개방,가능<br>요금 (무료),없음,,없음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2868940,39,,,,,,,,,,,,,,,,,0,쿠마텐동,에비텐동 / 요이텐동 / 토마토 치즈샐러드 등,,가능,051-755-5497,,불가능,,"11:00~21:00 (브레이크타임 15:00~17:00)<br>14:00, 20:00 라스트오더","삼일절, 광복절, 명절 전날, 명절 당일",,가능,,20070152320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825115,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1599-1789,,,※ 기상여건에 따라 다르므로 홈페이지 참고,09:00~22:00,,,가능,,,,가능
850891,39,,,,,,,,,,,,,,,,,0,해물쟁반짜장,해물쟁반짬뽕 / 해물짜장밥 / 탕수육 등,모두 금연석,가능,051-723-0944,,가능<br>요금 (무료),,10:00~21:00 (마지막 주문 20:20),설·추석 당일,,가능,전화 예약 문의 (051-723-0944),20040156149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957694,12,0,0,0,부산 중구청 관광안내소 051-254-5504,,연중무휴,,,,,상시 개방,가능,없음,,없음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1942557,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.51km,기타,8시간,----지자체-----,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784325,39,,,,,,,,,,,,,,,,,0,멸치회,멸치찌개 / 갈치구이 / 갈치조림 등,,가능,0507-1370-2483,,가능,,- 09:00~20:00<br>- 마지막 주문 19:00,매주 수요일~목요일,,,,19900156008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822240,12,0,0,0,"공원관리실 051-607-4048<br>
전시체험관 051-607-4050",,연중무휴,,,,,"- 용호별빛공원 09:00~22:00<br>
- 전시체험관 13:00~21:00<br>
- 경관조명 : 일몰 시~22:00",불가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2872583,39,,,,,,,,,,,,,,,,,0,한우 등심,한우 갈비살 / 한우 차돌박이 / 한우 육회 등,,가능,0507-1487-9245,,가능,,11:00~21:00 (마지막 주문 20:00),"매주 월요일 (단, 월요일이 공휴일인 경우 정상 영업)",,가능,가능(전화 문의),20090156048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2870841,39,,,,,,,,,,,,,,,,,0,우디 크림 라떼,쉬림프 오일 파스타 / 우디 스윗 라떼 / 쏠티 초코 라떼 등,,가능,0507-1306-2593,,가능,,- 평일 11:00~19:00 (마지막 주문 18:30)<br>- 주말 11:00~21:00 (마지막 주문 20:30),매주 월요일,,가능,,20220196213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1889309,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.8km(금정산성 걷기 5.3km 포함),기타,6시간,----지자체-----,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2869936,39,,,,,,,,,,,,,,,,,0,한우 등심,한우 안거미살 / 무쇠철판비빔밥 / 한우 차돌샤브전골 등,,가능,0507-1385-0641,,가능,,"[평일]<br>- 11:30~22:00<br>- 준비시간 15:00~17:00<br>- 마지막 주문 14:00, 21:00<br>[주말]<br>- 11:30~22:00<br>- 준비시간 16:00~17:00<br>- 마지막 주문 15:00, 21:00",연중무휴,,,,20160141122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2869323,39,,,,,,,,,,,,,,,,,0,삼계탕,,,,051-751-2984,,불가능,,11:00~20:00,매주 일요일,,가능,,19850152058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2853185,39,,,,,,,,,,,,,,,,,0,꽃등심,갈비살 / 꽃살 / 안거미 / 육회 등,,,051-721-0052,,가능,,11:00~21:00 (주중 브레이크타임 15:00~16:30 / 라스트오더 20:00),연중무휴,,가능,,20060156213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346661,12,0,0,0,051-313-3300,,연중무휴,템플스테이,,,,상시 개방,가능<br>요금 (무료),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721176,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.4km,기타,2시간 13분,----지자체-----,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3443614,39,,,,,,,,,,,,,,,,,0,"크림브륄레 빙수(원시인빙수,1인) , 크리스마스 빙수, 미타라시 당고 3pcs, 불을 발견한 원시인(2인)",,,포장 가능함,0507-1333-6043,,,,월~일 11:00 - 21:00,매주 목요일 정기휴무,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
850932,39,,,,,,,,,,,,,,,,,0,매떡,순떡 / 튀김 / 빙수 등,모두 금연석,가능,051-633-0166,,불가능,1982년 07월,10:00~20:50,매주 월요일,,가능,,20040131509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2867662,39,,,,,,,,,,,,,,,,,0,발국수,완당 / 돌우동 / 유부초밥 등,,가능,0507-1348-3391,,가능,,10:30~19:30 (마지막 주문 19:00),매주 월요일,,가능,,19650128006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2875761,39,,,,,,,,,,,,,,,,,0,석대추어탕,가오리찜 / 논고동찜 등,,가능,051-523-7819,,가능,,08:30~21:00,매주 화요일,,가능,,19940141132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134718,39,,,,,,,,,,,,,,,,,0,곰장어 양념구이,곰장어 소금구이 / 곰장어 통구이 등,모두 금연석,,051-554-8400,,가능<br>요금 (무료),1990년,16:00~24:00 (마지막 주문 23:10),연중무휴,,가능,전화 예약 가능 (051-554-8400~1),20050134165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2841018,39,,,,,,,,,,,,,,,,,0,월남 면반 쌀국수,직화 닭구이 쌀국수 / 분짜 / 반세오 등,,가능,0507-1318-1129,,가능,,- 11:00~20:50<br>- 준비 시간 15:00~17:00<br>- 점심 마지막 주문 14:40 / 저녁 마지막 주문 19:50,연중무휴,,가능,,20170149453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347229,12,0,0,0,051-721-0123,,연중무휴,,,,,상시 개방,가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2872610,39,,,,,,,,,,,,,,,,,0,붕장어회,장어구이 / 모둠회 / 자연산회 등,,,051-727-0467,,가능,,10:30~20:00 (마지막 주문 19:00),"매월 첫째, 셋째 월요일",,가능,,20000156052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2852185,39,,,,,,,,,,,,,,,,,0,소금커피,피칸 무화과 파운드 / 루꼴라 샌드위치 / 르뱅쿠키 라떼 등,,,0507-1375-5356,,가능,,11:00~21:00 (마지막 주문 20:30),연중무휴,,가능,,19890156048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2574073,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,한실,전화문의,10:00,09:00,가능,0,0,0,0,0,0,0,0,0,0,0,0,,,,불가,010-9872-5869,가능,전화(010-9872-5869),112.2㎡,5,,,,,,,,,,,,,,
